San Rafael,-4708,-687,1021.0
San Ramon,-4703,-686,1021.0
Lexington-Fayette,-1386,-685,312.0
Cincinnati,-1229,-684,203.0
Nueva Guinea,-4490,-683,185.0
Quesada,-4645,-682,616.0
Zarcero,-4681,-681,1672.0
Atlanta,-2256,-680,305.0
Atenas,-4730,-679,677.0
Naranjo,-4698,-678,1000.0
Parrita,-4822,-677,7.0
Santiago,-4781,-676,1085.0
San Juan,-4697,-675,1012.0
Rio Segundo,-4672,-674,1435.0
San Rafael Abajo,-4783,-673,675.0
Carrillos,-4714,-672,850.0
Colon,-4763,-671,796.0
Tejar,-4799,-670,999.0
Alajuela,-4720,-669,928.0
Rama,-4429,-668,26.0
Salitral,-4760,-667,958.0
Santa Ana,-4751,-666,916.0
San Antonio,-4731,-665,920.0
San Ignacio,-4790,-664,1134.0
La Asuncion,-4729,-663,953.0
Quepos,-4826,-662,25.0
Llorente,-4722,-661,1099.0
Santo Domingo,-4707,-660,1399.0
Escazu,-4761,-659,1110.0
San Rafael,-4754,-658,1059.0
San Francisco,-4734,-657,1046.0
Mercedes,-4719,-656,1152.0
Heredia,-4724,-655,1155.0
Salitrillos,-4780,-654,1450.0
Aserri,-4776,-653,1331.0
San Felipe,-4770,-652,1144.0
Alajuelita,-4768,-651,1144.0
San Josecito,-4718,-650,1303.0
San Rafael,-4717,-649,1303.0
Guane,-3150,-648,10.0
San Juan de Dios,-4773,-647,1176.0
San Rafael Arriba,-4772,-646,1176.0
San Jose,-4756,-645,1147.0
Colima,-4743,-644,1138.0
San Juan,-4736,-643,1099.0
San Pablo,-4723,-642,1236.0
San Miguel,-4775,-641,1180.0
Calle Blancos,-4744,-640,1155.0
Guadalupe,-4746,-639,1184.0
San Pedro,-4755,-638,1229.0
San Vicente,-4738,-637,1201.0
San Vicente de Moravia,-4739,-636,1227.0
San Marcos,-4806,-635,1536.0
Patarra,-4774,-634,1271.0
Curridabat,-4762,-633,1229.0
Purral,-4745,-632,1292.0
Sabanilla,-4741,-631,1292.0
Granadilla,-4752,-630,1294.0
Ipis,-4737,-629,1318.0
San Diego,-4769,-628,1290.0
Concepcion,-4753,-627,1395.0
